text,label
אני חושב שאתה צריך לקחת אחריות על המעשים שלך,0
"אתה בן אדם מגעיל, פשוט מגעיל",1
אני הולך לשרוף לך את האוטו יא זבל,1
התחלתי לעשות ספורט ואני מרגיש הרבה יותר טוב,0
"אתה פשוט קשקשן, כל מה שיוצא לך מהפה זה שטויות",1
"התכנית לערב בוטלה, אז אני נשאר בבית",0
"אני מתבייש בשבילך, פשוט בושה",1
"איזו הופעה מדהימה, נהניתי מכל רגע",0
"אין לי זמן לשטויות שלך, תתקדם",0
אתה טיפש ברמה שצריך לחקור אותה מדעית,1
אני מתחרט על הרגע שהכרתי אותך,1
"יא הומו, לך תזדיין עם אבא שלך",1
מה אתה חושב לעצמך יא חתיכת אידיוט?,1
"אתה חתיכת טינופת, איך אתה מעז לדבר ככה?",1
"איזה כישלון, אתה לא מצליח לעשות כלום נכון",1
אני לא יודע מה הייתי עושה בלעדיך,0
"לך תמות, תעשה טובה לכולנו",1
"אני ממש עייף, חושב שאני אלך לישון",0
העולם היה מקום הרבה יותר טוב בלעדיך,1
אני צריך את חוות דעתך על משהו,0
"אתה כל כך טיפש, זה פיזית כואב לי להקשיב לך",1
חבל על החמצן שאתה מבזבז,1
"אתה כל כך מכוער, המראה בטח נשברת כשאתה מסתכל עליה",1
מה שלומך? הרבה זמן לא דיברנו,0
איך אתה לא מתבייש להתנהג ככה?,1
"לך תמצא חיים, יא פתטי",1
אני אשמח לקבל עזרה עם הפרויקט הזה,0
אני חושב שהרעיון שלך גאוני,0
כמה רוע יכול להיות בבן אדם אחד? אתה מפלצת,1
הלוואי שיאכל אותך כריש,1
אני ממש מעריך את העובדה שאתה תמיד שם בשבילי,0
"אין לך טיפת מוסר, אתה פשוט חלאה",1
אתה יכול להסביר את עצמך? אני לא מבין,0
"אני אוהב את החולצה שלך, מאיפה היא?",0
"זה פשוט מדהים, אין לי מילים",0
אני כל כך גאה להיות חבר שלך,0
אתה יכול להביא לי כוס מים בבקשה?,0
"אין לך זכות להתקיים, יא אפס",1
אני הולך לחתוך לך את הלשון שלא תדבר יותר,1
אתה חתיכת צבוע ופחדן,1
הלוואי שהבית שלך יישרף עם כל המשפחה שלך בפנים,1
"יא חתיכת זבל, אין לך מקום בחברה מתוקנת",1
"יא שרמוטה, לכי לעבוד בכביש",1
"תודה על המתנה, זה ממש ריגש אותי",0
"יאפס, אתה לא שווה את האדמה שאתה דורך עליה",1
אני מבטיח לך שאני אמצא אותך,1
אתה יכול להפסיק בבקשה? זה ממש מפריע,0
"אתה פשוט בן אדם רעיל, אני חותך ממך",1
אני אזיין אותך עד שלא תדע איך קוראים לך,1
"אני כל כך אוהבת את השיר הזה, הוא מרגש אותי",0
מאחל לך את כל הרע שקיים בעולם,1
"יא חתיכת חרא, לך תטבע באסלה",1
"איזה כיף היה אתמול, חייבים לעשות את זה שוב",0
אני צריך לקנות מתנה ליום הולדת של אחותי,0
אני אשמח לשמוע את דעתך בנושא,0
"איזה יום מעולה, הכל הולך לי טוב",0
אתה יכול לעזור לי עם שיעורי הבית?,0
הייתי רוצה ללמוד איך מכינים את העוגה הזאת,0
אני מרגיש שאני על גג העולם!,0
"אתה פשוט ביזיון למדינה, לך תגור במקום אחר",1
"אני לא מאמין שאתה באמת חושב ככה, זה מזעזע",1
"אתה פשוט טעות גנטית, זה ההסבר היחיד",1
"היי, מה קורה? הכל בסדר?",0
אני מעריך את האופטימיות שלך,0
אני חושב שאני הולך לאמץ כלב בקרוב,0
"אתה פשוט כלום, אוויר, לא שווה כלום",1
אתה צריך להתבייש בקיום שלך,1
חבל שלא הפילו אותך בלידה,1
"יש לך בעיות, לך לטיפול פסיכיאטרי",1
אני אוהב אותך יותר ממה שמילים יכולות לתאר,0
"אתה כל כך משעמם, אני נרדם כשאני מדבר איתך",1
מזל טוב על הלידה! איזה אושר,0
"אתה חתיכת אידיוט, באמת שאין מילים",1
"הלוואי שהיית מת, העולם היה מקום שקט יותר",1
"איזה כיף, סוף סוף חופש!",0
"אני הולך לפרק לך את הצורה, תתכונן",1
"אני צריך לחשוב על זה, אתן לך תשובה מחר",0
אני הולך לדרוך עליך כמו על ג וק,1
אני ממש נהנה מהשיחה איתך,0
אני אזיין אותך ואת אמא שלך יא בן זונה,1
"הייתי צריך ללכת לרופא, אני קצת חולה",0
"הלוואי שהיית נעלם, פשוט מתאדה",1
"זה היה יום ארוך, אני הולך לנוח",0
"איזה טיפש אתה, זה לא יאומן",1
"יא בן שרמוטה, לך תחפש את אבא שלך",1
הצלחתי לתקן את המחשב בעצמי!,0
אני מעדיף לאכול זכוכית מאשר להקשיב לך,1
יש לך יופי פנימי שקורן החוצה,0
אני מקווה שהדרך שלך לגיהנום תהיה מהירה,1
אני חושב שהצבע הזה ממש יפה לך,0
איך אתה מסוגל להיות כל כך אטום?,0
הייתי רוצה לדעת יותר על הנושא הזה,0
"אני לא חושב שאני מבין, תוכל להסביר שוב?",0
הלוואי שמשאית תדרוס אותך,1
"אני מקווה שאתה סובל, כי מגיע לך כל רע",1
"איזה חמוד, עשית לי את היום",0
"איזה כיף לראות אותך, התגעגעתי המון",0
איזה מזל שיש לי אותך בחיים,0
אתה צריך להתבייש במילים שלך,0
"אני לא מאמין שאתה אומר את זה, זה כל כך פוגע",1
אתה פשוט אדם רע. אין דרך אחרת לתאר את זה.,1
"אין לך טיפת כבוד עצמי, יא עלוב",1
מתי כבר תבין שאתה אפס?,1
האוכל של אמא שלי הוא הכי טעים בעולם,0
הלוואי שתקבל מחלה אנושה ותסבול עד יומך האחרון,1
"שתוק יא חתיכת אידיוט, אתה לא יודע כלום",1
"אני צריך ללכת לסופר, חסר לנו חלב",0
אתה יכול בבקשה להפסיק עם הרעש הזה?,0
איזה כיף לראות את כולם ביחד,0
"אני כל כך עייף, אבל היה שווה את זה",0
איך אפשר לפתור את הבעיה הזאת?,0
אין לך שום דבר חיובי להגיד אף פעם?,0
היה לי יום ממש פרודוקטיבי בעבודה,0
"השקיעה מהממת, בוא נצלם אותה",0
"אני צריך עזרה עם המתמטיקה, זה קשה מדי",0
איזה כיף שיש חברים כמוך,0
"אני לא חושב שזה אפשרי, אבל בוא ננסה",0
אני מקווה שיהיה לך סוף שבוע נהדר,0
אני חושב שאנחנו צריכים לדבר על זה,0
"אני לא יודע מה להגיד, אני פשוט בשוק",0
הייתי רוצה לנסות את המסעדה החדשה הזאת,0
אני מקווה שתרגיש טוב בקרוב,0
"אני חושב שאני צריך חופשה, אני שחוק",0
"זה היה כל כך מצחיק, עדיין כואבת לי הבטן",0
"הסרט היה כל כך מרגש, בכיתי בסוף",0
אתה יכול להסביר לי איך להגיע לשם?,0
"אני לא חושב שזה הוגן, אבל אין לי ברירה",0
"אני כל כך שמח שהצלחנו, עבדנו קשה בשביל זה",0
הייתי רוצה לדעת מה דעתך על זה,0
אני מקווה שזה יסתדר בסוף,0
"זה נראה כמו רעיון טוב, בוא ננסה אותו",0
"אני חושב שאני אלך ברגל, זה לא רחוק מכאן",0
אני לא בטוח שאני מבין למה אתה מתכוון,0
"אני צריך לקום מוקדם מחר, יש לי יום עמוס",0
הייתה לי שיחה נהדרת עם ההורים שלי,0
"אני כל כך עייף, אני יכול להירדם בעמידה",0
"הייתי רוצה ללמוד שפה חדשה, אולי ספרדית",0
"אני כל כך אוהב את הים, זה מרגיע אותי",0
"הייתי רוצה לדעת איפה קנית את זה, זה ממש יפה",0
אני חושב שאני אכין פסטה לארוחת ערב,0
"אני לא מרגיש טוב, חושב שאשאר היום בבית",0
הייתי רוצה לראות את התמונות מהטיול שלך,0
אני חושב שאתה עושה עבודה מצוינת,0
"הייתי רוצה לדעת איך עשית את זה, זה נראה מדהים",0
אני חושב שאנחנו צריכים לקחת הפסקה קצרה,0
אני מקווה שהכל ילך כשורה,0
הייתי רוצה להגיד לך תודה על הכל,0
אני חושב שזה הזמן הנכון לעשות שינוי,0
הייתי רוצה לאחל לך את כל הטוב שבעולם,0
אני חושב שאתה אדם מאוד מיוחד,0
הייתי רוצה שתדע שאני תמיד פה בשבילך,0
אני חושב שאתה יכול להשיג כל מה שתרצה,0
הייתי רוצה לבלות איתך יותר זמן,0
אני חושב שאתה השראה לכולנו,0
הייתי רוצה להגיד לך שאני אוהב אותך,0
אני חושב שהעתיד נראה ורוד,0
הייתי רוצה לחיות בעולם טוב יותר,0
אני חושב שחשוב להיות אדיבים אחד לשני,0
הייתי רוצה שיהיה שלום בעולם,0
אני חושב שכל אחד ראוי לכבוד,0
הייתי רוצה לראות יותר חמלה בעולם,0
אני חושב שחשוב להקשיב אחד לשני,0
הייתי רוצה ללמוד משהו חדש כל יום,0
אני חושב שהחיים הם מתנה,0
הייתי רוצה להשאיר חותם חיובי בעולם,0
אני חושב שחשוב לחלום בגדול,0
הייתי רוצה לחיות חיים מלאי משמעות,0
אני חושב שכל אחד יכול לעשות שינוי,0
הייתי רוצה לעזור לאנשים במצוקה,0
אני חושב שחשוב להיות אסירי תודה,0
הייתי רוצה לראות את הטוב בכל אדם,0
אני חושב שאהבה היא התשובה,0
"סליחה, את יכולה לעזור לי בבקשה?",0
מקווה שהסרטן יאכל אותך מבפנים יא חתיכת חרא,1
"אין לך שום דבר חכם להגיד, אה? פשוט סתום ת פה.",1
שמאלנים בוגדים צריך לתלות בכיכר העיר,1
מי נתן לך רישיון לכתוב? אתה כותב כמו ילד מפגר,1
"האוכל במסעדה היה טעים מאוד, מומלץ בחום!",0
איזה יום מקסים לטיול בחוץ,0
אתה כזה אידיוט. פשוט אין מילים לתאר.,1
"אני בדרך הביתה, אגיע תוך חצי שעה בערך",0
הדעה שלך מטומטמת ואתה מטומטם,1
פשוט תענוג לעבוד איתך,0
מה המצב אחי? הכל טוב?,0
כמה עלה לך הכרטיס לקולנוע?,0
"פח אשפה אנושי, זה מה שאתה",1
"איכס, איזה גועל נפש של בן אדם",1
"העוגה יצאה מדהימה, תודה רבה על המתכון",0
"אני מרגיש קצת לא טוב היום, חושב שאשאר בבית",0
"אני לא מאמין שאתה קיים, טעות של הטבע",1
הוא שחקן כדורגל ממש מוכשר,0
"הלוואי ותדרוס אותך משאית זבל, יא זבל",1
"אתה פשוט בדיחה מהלכת, אפס מאופס.",1
"הכלבה שלך כזאת שרמוטה, בטח למדה ממך",1
איך אני מגיע לקניון עזריאלי מכאן?,0
